给煤量,主蒸汽压力,炉膛出口烟温度,主蒸汽温度,机组负荷,给水温度,给水流量,一次风量,二次风量,二次风温,含氧量
153.7324042152257,12.402244145386193,143.0569425410061,538.046875,362.14084077980266,242.26661818975424,966.8014506141765,426.1828125,505.6932300266814,285.6543159787257,3.7030584417596795
153.8659978424328,12.408010243168961,142.4238435600558,537.9768531799316,361.9590565890912,242.28958505722414,973.698603263414,423.81599108378094,506.08982586292757,285.6407068080955,3.6852441180655204
154.70044286636863,12.413776340951731,142.35673618826092,537.90625,358.98707277023544,242.312551924694,995.3940916362321,427.17638092041017,509.18800394631046,285.6287744480839,3.6747315475959987
155.51797899377854,12.4195424387345,142.28962881646606,537.90625,360.3773173807603,242.3355187921639,984.3552854146601,429.0145253374138,514.5429621748212,285.6372022075099,3.6569216842497423
154.60604855222917,12.425308536517267,142.22252144467117,537.90625,362.3041213825966,242.3584856596338,983.5131189896001,427.99813106517405,515.3998531276981,285.6516279075178,3.638048902201319
152.56882679252382,12.431074634300035,142.1554140728763,537.991832224528,362.5531973846545,242.38145252710365,981.9577516283217,417.9794495900472,518.4412983911037,285.6660536075257,3.633612580076749
152.07581658181874,12.436840732082803,142.08830670108142,538.078125,362.46041398176203,242.40441939457352,982.2032586120072,415.9373886038482,515.6870851980153,285.68047930753363,3.630843479853875
151.30435747860366,12.442606829865571,142.02119932928656,538.078125,361.14621886149683,242.4273862620434,980.9856086453733,419.30336878601514,516.2057395168636,285.69490500754154,3.6585382328144966
150.02513872845714,12.448372927648341,142.27976786369106,538.078125,359.2581671551905,242.4503531295133,983.3860142785228,421.5,515.5620674576662,285.70933070754944,3.7165322366884532
149.49063841999367,12.45413902543111,142.65054301761117,538.1481468200684,356.4469178207632,242.47331999698315,982.4817848723279,421.5,509.0522846599446,285.7237564075573,3.749287236538564
149.52428065277985,12.459905123213877,142.6252621616052,538.21875,356.06975864999305,242.49628686445305,967.7333427468625,421.5,506.210648372684,285.7381821075652,3.755736933216269
149.6307852086912,12.465671220996645,142.59998130559927,538.21875,357.31482430724947,242.51925373192293,959.9465118368777,424.11025784810386,503.37765204477546,285.7526078075731,3.7930642097678025
150.4485806573411,12.471437318779415,142.5747004495933,538.21875,358.5280010894613,242.5422205993928,968.5685275459144,430.0553439378376,502.6371895407076,285.767033507581,3.8270327046042367
152.56221853112334,12.477203416562183,142.54941959358737,538.3275634606679,360.2925108710925,242.5651874668627,958.2573043225023,438.171811493274,502.5679823679168,285.7814592075889,3.838499030135319
153.41427509040554,12.482969514344951,142.52413873758138,538.4375,361.8773243907011,242.58815433433256,967.4273035886595,436.65151799519856,500.2596604130257,285.7958849075968,3.836455842377429
154.03897315464965,12.48873561212772,142.49885788157545,538.4375,363.1246502873384,242.6111212018025,967.8191626087452,439.2119379043579,499.9488632626029,285.8103106076047,3.7895808813079412
153.9443548724141,12.494501709910487,142.47357702556948,538.4375,364.17041389161926,242.6340880692723,972.2431716219729,437.97398399948656,503.2549292657809,285.8247363076126,3.7692673204330203
153.22345349457348,12.500267807693255,142.44829616956355,538.4452802022298,364.2197542663043,242.6570549367422,989.844028542822,427.73891833231573,502.24283941914325,285.8391620076205,3.7222192051630363
152.79809844023245,12.506033905476025,142.47668418525367,538.453125,364.6902829852628,242.6800218042121,989.6936528926508,418.62505683059186,502.7096328099491,285.8535877076284,3.684085080234983
152.35741056712808,12.511800003258793,143.41061387590855,538.453125,365.5011081926421,242.70298867168196,983.4726440861305,415.808566792806,504.5128795689774,285.8680134076363,3.6487781010809
151.42204373103843,12.517566101041561,143.6719190218553,538.453125,362.9550542556836,242.72595553915187,986.5478791371919,413.5449407394437,504.55126990466897,285.8824391076442,3.6594860968921217
152.48674545153537,12.523332198824331,144.41916734256907,538.492109378179,362.0921355353012,242.74892240662172,993.1507406695849,426.532625864777,500.7874239089848,285.8968648076521,3.670285105928348
153.2591027557516,12.5290982966071,144.36659039401417,538.53125,363.0371968689498,242.77188927409162,997.0727750063292,438.8763813927247,506.3389204565693,285.91129050765994,3.7061947402953472
154.59888558700305,12.534864394389867,144.31401344545924,538.53125,364.8515582561493,242.79485614156147,983.4392430564245,436.18751443241916,512.1388696549645,285.9257162076678,3.7170574754926626
155.45337914590195,12.540303202594634,144.2614364969043,538.53125,366.6979745521502,242.81782300903134,982.880576221391,433.93636750187363,513.318085184698,285.94014190767575,3.7061198979547356
156.12156311526383,12.544999362196409,144.2088595483494,538.4142968654633,367.7383019567597,242.84078987650122,991.2530900390103,436.02967836357783,516.3754047434435,285.9545676076837,3.6921300170546556
156.2419062571809,12.549666952607144,144.1562825997945,538.296875,368.3820756261127,242.86375674397112,1000.6068565831152,434.8805702397871,516.5751310130731,285.96899330769156,3.6395143548997733
157.5043881146959,12.554334543017877,144.10370565123958,538.296875,368.8150179057108,242.88672361144103,1008.9394227977817,430.27417136828103,521.7772001533494,285.9834190076994,3.6135626248305104
157.91849930882555,12.559002133428613,143.80783324676003,538.296875,368.84897808990416,242.90969047891087,1009.503249069328,426.63501016328536,522.721038189735,285.9978447077074,3.6113026238187804
157.96766784138524,12.563669723839347,143.05308481000702,538.3511686881383,369.1933896746147,242.93265734638078,1016.9985029603548,431.2576932109415,522.1141558351004,286.01227040771533,3.6070407772934874
157.37891053455013,12.56833731425008,143.08088965714973,538.40625,369.4625428593572,242.95562421385063,1016.1677450012141,426.7134189887253,522.4231600715094,286.0266961077231,3.593049065130515
154.89765111320534,12.573004904660817,143.1086945042925,538.40625,369.03357047275546,242.97859108132053,1024.2473615205279,415.07483539150076,521.4613551232303,286.04112180773103,3.589060554398325
154.11068343004712,12.57767249507155,143.1364993514352,538.40625,368.1320979328966,243.00155794879038,1023.3122095375929,409.49386696020764,524.2943506217331,286.05554750773894,3.5908146356372534
153.72630275467202,12.582340085482286,143.16430419857795,538.507399447759,366.8328320307223,243.0245248162603,1014.8582655156104,411.32338309288025,523.0048960961095,286.06997320774684,3.5983609027726806
153.02738140528928,12.587007675893021,143.19210904572066,538.609375,364.61772275996555,243.0474916837302,1003.4771424281612,413.85257109854734,521.1502404376959,286.08439890775475,3.629548993690397
152.38038287340626,12.591675266303756,143.21991389286342,538.609375,363.98963677780165,243.07045855120003,999.0133074671357,417.02559583928075,526.5765860387355,286.09882460776265,3.6424449008674515
152.35016364345532,12.59634285671449,143.2477187400061,538.609375,363.8247839279823,243.09342541866994,1000.5405694932834,417.9215937376022,521.2652052832639,286.1132503077705,3.6607047514744906
152.3199444135044,12.601010447125223,143.27552358714885,538.648197889328,361.1394349959135,243.11639228613979,998.6663254746362,420.41328539812577,524.1617105595326,286.1276760077784,3.678628024219279
152.2897251835535,12.60567803753596,143.3033284342916,538.6875,360.34539486546674,243.1393591536097,997.2219979838954,423.95305560465647,520.6243424995073,286.1421017077863,3.6840505843779177
152.60749527947257,12.610345627946693,143.33113328143435,538.6875,361.8948693752289,243.16232602107954,994.1393657922745,428.5234375,515.1226405998071,286.1565274077942,3.6945063243913037
154.4115800987247,12.61501321835743,143.57832352144763,538.6875,362.46484375,243.18529288854944,994.1921875,432.8546875,516.166015625,286.1709531078021,3.695630408584321
155.54983385160477,12.619680808768162,144.27482565662316,538.738707224528,364.33704453735197,243.20825975601932,1001.625639956786,437.8813699086507,519.8860688557409,286.18537880781,3.7042560269036513
156.25661451188722,12.6243483991789,144.2830493408337,538.859375,365.89989824304376,243.23122662348916,996.8994264763974,441.078125,516.9659984478088,286.19980450781793,3.6960570920052995
156.2527403228031,12.629015989589634,144.29127302504423,538.859375,367.26478151045205,243.2541934909591,998.452119531401,439.43645833333335,518.4404349189087,286.21423020782584,3.659949835279799
156.88772205221883,12.633683580000366,144.29949670925478,538.859375,368.21484375,243.27716035842894,1006.6140625,433.196875,520.375,286.2286559078337,3.5949647352430554
157.05851717132347,12.638351170411102,144.30772039346527,538.9203125,368.93181748377964,243.30012722589885,1011.85625,431.07265625,519.5662857794005,286.2430816078416,3.5313813452627145
157.0135454931378,12.643018760821835,144.3159440776758,539.0625,370.18697809787903,243.3230940933687,1020.0903256177902,426.28857789039614,519.9033698833747,286.2575073078495,3.5091247150319127
156.96857381495218,12.647686351232572,144.32416776188632,539.0625,370.1790293375651,243.3460609608386,1018.6955862681071,422.35234375,525.0623396873474,286.2719330078574,3.5017645275253493
156.9236021367665,12.657191599942031,144.72474383706157,539.0625,369.784375,243.36902782830845,1015.390625,421.08203125,522.005078125,286.2863587078653,3.4898790890080202
156.29580191929313,12.672076586949865,145.24020503027958,539.1609375,369.21796875,243.39199469577835,1014.478125,423.6015625,519.855078125,286.3007844078732,3.464277016376107
155.93554281370788,12.686965318092332,145.2702610683537,539.390625,369.04196141560874,243.41496156324826,1008.1502012888591,425.931476465861,531.3022739410401,286.31521010788106,3.4672770352155475
155.94957355095707,12.701854049234798,145.30031710642783,539.390625,369.14822266499203,243.43792843071813,1001.50442182223,424.12421875,532.4509002745151,286.32963580788896,3.483179759228855
155.96360428820626,12.716742780377263,145.33037314450195,539.390625,365.7311850229899,243.460895298188,1001.5390625,426.3495393753052,534.1748718897502,286.34406150789687,3.5313396674437336
155.8116330374735,12.73163151151973,145.36042918257604,539.484375,368.49074292690295,243.48386216565785,995.271875,427.78777738622637,531.0456698080802,286.3584872079048,3.6079884295566624
155.15732001092542,12.746520242662196,145.39048522065016,539.703125,372.8096375098213,243.50682903312776,989.0331504821777,421.2276467699627,536.7043718790566,286.3729129079127,3.682673991315523
153.5286395451603,12.761408973804663,145.42054125872426,539.703125,374.29654743245595,243.5297959005976,996.0226918538411,412.5742886861165,533.354178423556,286.3873386079206,3.7013651529947915
151.35301007650554,12.769647595280821,144.99677019185867,539.703125,373.7559170684622,243.5527627680675,1002.1322634379069,414.55965423583984,530.3742927686337,286.4017643079285,3.766739211479823
150.59854732807972,12.770431882516004,144.44140625,539.6875802199046,373.3539226690928,243.5757296355374,1001.5166242088915,420.7500249107679,528.1705619030554,286.4161900079364,3.8223993768671316
150.6906901438004,12.771210181307453,144.44140625,539.671875,370.5369662097138,243.59869650300726,992.9163302608455,426.4403881311986,525.8524781024213,286.43061570794424,3.8973100703039933
150.90035427122436,12.771988480098903,144.44140625,539.671875,364.23255392390615,243.62166337047717,999.4698750916144,421.6406881729192,527.7666064139249,286.44504140795215,3.930095232810553
150.83627587147078,12.772766778890352,144.0114778417564,539.671875,363.9381484428479,243.64463023794698,998.6478161523626,425.4144006729126,526.7563324606683,286.45946710796005,3.931434880958676
150.77219747171716,12.773545077681803,143.4938003922003,539.5396026452382,359.6437326920143,243.66759710541692,1001.6349046759765,423.4595312436422,518.3739932210001,286.47389280796796,3.9310840515816783
150.7081190719636,12.774323376473252,143.5188289754019,539.40625,358.2421947820372,243.69056397288676,980.9551514287757,423.9696209907532,517.6775066298597,286.48831850797586,3.925415020215881
150.64404067221,12.7751016752647,143.54385755860352,539.40625,359.11414773820945,243.71353084035667,961.8836956133366,421.2783994913101,517.1811158631306,286.5027442079837,3.9241464519746843
150.57996227245638,12.775879974056151,143.5688861418051,539.40625,360.47778958048184,243.73649770782654,968.9285072315121,422.0302351474762,519.1198225473003,286.5171699079916,3.920663603230887
152.08217019745777,12.7766582728476,143.59391472500673,539.2520781040191,359.86303293245317,243.28189043146241,976.4461382132466,430.3509845892588,517.1873911674448,286.5315956079995,3.9171807544870894
153.2462725575635,12.77743657163905,143.61894330820832,538.890625,361.2064767680256,242.75338489867454,978.4052586337092,432.09472871778087,516.476435839755,286.5460213080074,3.9019192329543255
154.3474664289528,12.7782148704305,144.4934054024586,538.890625,363.36224824216316,242.75278697276116,977.143882803965,434.90785961789214,518.4067335171751,286.56044700801533,3.8892800144836346
155.45431349133,12.778993169221947,144.64447359710104,538.890625,364.2813851437428,242.75218904684783,983.7185607698849,436.5078125,515.3146125723453,286.57487270802324,3.8553406920354694
155.7168125045434,12.779771468013397,144.63815658257235,538.6578648885092,363.19386553122246,242.7515911209345,989.9434398817416,433.5802791204769,518.7701152572615,286.58929840803114,3.807617015631983
155.2723418830649,12.780549766804848,144.63183956804366,538.109375,363.2510255276019,242.75099319502112,992.3144648290343,435.024925143846,525.8046283266352,286.60372410803905,3.7627035978651997
153.59211392534522,12.781328065596297,144.62552255351497,538.109375,364.53984375,242.7503952691078,1000.734375,419.190625,523.931640625,286.6181498080469,3.7224298263537285
152.92043833641415,12.785434691422699,144.61920553898628,538.109375,363.775,242.74979734319444,1010.1640625,414.97265625,521.0578125,286.6325755080548,3.658410292486511
152.24090930782432,12.79324259735485,144.61288852445762,538.0116157531738,362.1928716659546,242.7491994172811,1007.9881692250569,413.390625,519.7550655047098,286.6470012080627,3.651186230935585
152.13021919346994,12.80105307926565,145.4591360073707,537.78125,361.46171875,242.74860149136776,998.946875,412.86796875,525.52265625,286.6614269080706,3.652433838130126
152.48988875628433,12.808863561176452,145.61430528372694,537.78125,361.95595704317094,242.7480035654544,998.0577185630798,420.3796875,520.7115974545479,286.6758526080785,3.654886935683462
153.49060031913498,12.816674043087254,145.61198801677776,537.78125,362.304495493571,242.74740563954103,987.5130037943522,431.11480573018395,518.1316998799642,286.6902783080864,3.667044531034833
154.82637502748702,12.824484524998054,145.60967074982864,537.8046875,361.16953125,242.74680771362773,977.1109375,433.7859375,530.9109375,286.70470400809427,3.6682921382293743
155.1362655631002,12.832295006908858,145.60735348287952,537.859375,368.15401590679664,242.74620978771435,979.5903046886436,433.5781757990519,525.767333111436,286.7191297081021,3.667862915182296
155.67190130558984,12.840105488819658,145.60503621593034,537.859375,370.8435005310044,242.74561186180102,992.660330172473,435.15625,525.950452168278,286.7335554081101,3.625259396161004
156.23426561515646,12.917929805043359,145.60271894898116,537.859375,372.54665298021604,242.7450139358877,1003.331997137133,433.5070779005686,528.6796571215702,286.74798110811804,3.5624152586162623
156.77532857298584,12.93638047878838,145.60040168203204,537.9528125127157,373.62463408959866,242.74441600997432,1006.2715003679308,429.640625,528.1799251493137,286.7624068081259,3.4776213421634856
156.79207279814693,12.944521700298107,145.59808441508287,538.171875,374.2459985445344,242.743818084061,1010.1615554228381,427.76065826416016,534.6405937456298,286.77683250813374,3.436524187750616
156.808817023308,12.952662921807839,145.59576714813372,538.171875,374.10631315154836,242.74322015814766,1015.996457173928,424.484375,544.111348427547,286.7912582081417,3.4194658096830586
